"HMDB.ID","Compound.Name","CSM5FZ3N","CSM5FZ3T","CSM5FZ48","CSM5FZ4A","CSM5FZ4O","CSM5MCTZ","CSM5MCU4","CSM5MCVH","CSM5MCWK","CSM5MCXB","CSM5MCXF","CSM5MCYU","CSM67U9T","CSM67U9V","CSM67U9X","CSM67UH7","CSM79HG4","CSM79HJE","CSM79HJG","CSM79HJI","CSM79HQL","CSM79HQN","CSM79HQR","CSM7KOQ7","ESM5MEB9","ESM5MEDZ","ESM5MEEG","HSM5FZBJ","HSM5MD3L","HSM5MD4S","HSM5MD5Z","HSM5MD7Z","HSM5MD82","HSM5MD86","HSM5MD87","HSM5MD8A","HSM5MD8H","HSM67VDR","HSM67VDX","HSM6XRQB","HSM6XRQC","HSM6XRQE","HSM7J4JT","HSM7J4JV","HSM7J4JW","HSM7J4LP","HSMA33NW","HSMA33NY","MSM5LLDI","MSM5LLEH","MSM5LLFG","MSM5LLIC","MSM5LLIS","MSM6J2H9","MSM6J2JF","MSM6J2JH","MSM6J2NA","MSM6J2PO","MSM6J2Q1","MSM79H8D","MSM79H94","MSM79HD6","MSM9VZFJ","MSM9VZM4","MSM9VZMM","PSM6XBQM","PSM6XBRK","PSM6XBSE","PSM7J188","PSMA265X"
"HMDB10169","C16:0 SM",2265412,6198170,2031859,4724297,1731193,3058020,13614275,256865,1711067,21183149,3265693,4641243,5941910,3591426,2972361,93834,705345,5942765,8663697,8407277,2029278,20636631,4165711,1948311,7024372,10028436,18080503,33052218,888661,12502584,2602389,38114583,6233053,82423185,7622839,494534,730180,6665545,479335,23621514,3609355,28634250,8760592,12319419,14133922,18342233,11260708,2396324,6595334,2241100,849384,2583644,6622391,6168432,1620164,1640044,761100,36802,1168496,5969795,1890252,1305102,1411536,7128940,2313203,14748951,16420719,13808180,25677977,6346301
"HMDB12101","C18:1 SM",70762,52621,4182,31943,63044,161299,565812,3570,1345,81530,6260,116193,57472,86485,118102,354,20523,85269,48813,49254,594,535645,168520,49478,146762,99004,134658,378363,92564,137267,2254,348145,243277,1546281,219286,8526,59765,42800,36148,149747,198655,1043893,49064,639962,109249,233352,55265,69353,7715,8268,10762,22460,23,204159,12866,12515,59895,NA,66492,71725,20430,1315,35138,99498,2983,125125,287371,121893,35529,52926
"HMDB01348","C18:0 SM",90528,217293,319541,514301,101703,990372,3252347,159941,59177,1418952,206560,145477,1592851,264589,1070151,2993,249994,574380,347241,4597389,29410,1174514,585704,34986,1121406,205791,3075345,563483,89005,1431474,223862,2063803,2195241,3656983,645817,26689,180518,3556206,33084,640105,1465977,2682230,525637,3568603,1383441,2226556,739282,625483,265495,430397,29831,95570,1693728,397123,63199,675869,53707,3561,160025,3162188,589148,163091,191932,2411998,39279,455147,3321677,632939,937812,173874
"HMDB12102","C20:0 SM",18650,14012,25612,72877,2458,58395,722754,NA,28433,227158,20178,22508,232112,38202,90755,2452,NA,150613,51352,358628,1528,260844,198836,4023,228768,16946,398219,54444,807,192487,18162,342186,55567,983528,37920,7716,24870,433934,7753,52163,63199,817328,49500,329578,152379,344761,122290,42634,27247,45193,16806,273,152923,32646,7607,17230,10037,1491,24967,339912,94888,49177,40125,222381,19627,42129,229695,217534,145720,6389
"HMDB12104","C22:1 SM",20192,73240,160716,142664,2262,73595,1130856,1947,42833,55714,150642,82425,246070,71483,19585,6023,NA,146955,119007,101241,NA,644583,425054,1361,157066,55835,143627,168872,290,169041,70175,657374,162991,1833310,215915,2936,55152,192456,8750,173533,7570,1827557,50172,363758,188846,271576,59202,58083,57575,19922,136127,6500,57959,10694,41541,7966,9148,2499,19255,121447,28447,119141,182756,204204,13005,101562,348680,279040,47281,40638
"HMDB12103","C22:0 SM",155856,190972,132271,332928,101311,588088,1879966,1907,388087,692122,326786,116035,802559,261861,538912,17123,24196,666272,455439,774306,88433,834207,589791,108573,783136,283852,1544811,427691,5633,705355,366313,2030885,317217,3237701,354490,74624,85598,1135640,126992,328002,412610,3482225,406596,1285566,824185,1305863,710964,267722,377228,267264,88523,32129,543054,328612,93806,211945,32436,6691,92566,1084706,333000,101755,322519,986689,139041,540030,1138210,1241650,799709,131715
"HMDB12107","C24:1 SM",658494,1626395,372402,569891,287611,711537,4681026,8870,466147,1538506,701346,895519,1720249,1029180,885183,134446,41699,1833370,2410075,1966974,254415,3531307,1969133,429642,1946894,2018313,3999703,4161503,29808,2445982,269448,10601480,632852,23303130,1158421,480914,256349,2042602,620818,4354107,726431,10037148,749463,3578127,3134816,5284685,2771110,417804,2474535,423033,203530,300748,1135851,871417,331950,155437,72418,NA,59279,1797556,477189,183277,701035,1808607,134476,4367255,4412842,4024172,4715464,980851
"HMDB11697","C24:0 SM",154192,251378,55233,307989,127220,284717,1368783,1013,99071,782457,504240,115940,744809,257191,678970,36444,26781,487621,500045,516502,188827,689330,459514,204005,688487,498266,1639241,446861,NA,631174,342310,2174302,186265,3999666,153123,89630,32351,816009,121196,533893,411575,4515572,303021,1607270,633311,1364070,874754,201610,522097,257903,73882,31792,380308,370266,170603,154794,6531,808,86224,658708,216910,48167,465922,1108041,260670,598020,1146027,1005917,906991,96809
"HMDB06725","C14:0 CE",864739,92983,NA,NA,NA,NA,147195,5593,NA,1163,NA,NA,24867,86683,3300,NA,96367,91158,11973,80702,3900,2486,33996,33284,1332,15338,277935,365,1545,13477,44546,63624,13829,22496,NA,63639,4724,6649,12959,44545,376403,59716,26260,395281,14321,17102,133250,13070,22726,27183,665,33202,79776,18541,17361,143344,33198,NA,1310,5337,3391,NA,9331,21802,4938,26290,16084,4616,302072,NA
"HMDB00658","C16:1 CE",599943,108257,11074,NA,NA,NA,522563,63431,4797,285540,4597,960,246192,102612,48965,NA,177553,328105,201378,143221,78044,30529,318126,204522,73461,177346,381246,57699,33126,117604,199275,617237,114082,242163,21567,89563,28366,62190,181676,335263,346904,422920,85376,634447,75653,390932,395559,71855,348924,178484,5773,23075,145466,45900,13852,100066,3270,NA,13105,52033,29550,NA,16766,48126,55073,305850,208261,122889,754667,8749
"HMDB00885","C16:0 CE",1371069,600858,116337,81302,24283,66865,1412434,374980,16284,609049,233017,79983,406253,463428,324606,146618,762863,943126,605823,1146995,178586,244512,746117,599506,156261,467483,806179,190108,415101,468967,907978,1948155,426273,409351,80479,252237,106616,210875,267983,734843,1664320,698924,277089,1277639,384964,688210,1194578,126741,1439551,921282,254482,233536,477694,401105,151953,186393,21692,91153,85790,678931,157164,24991,129847,296290,380369,668957,371437,228712,3125798,99338
"HMDB10370","C18:3 CE",1058272,331650,68130,49138,209020,26073,1265702,115175,33511,383566,86953,53148,534223,326252,300174,10264,885290,1672632,501400,1837441,252150,200281,803539,2048214,174661,315799,1523568,169111,66463,193080,1151158,1114219,213144,219758,30547,108972,15475,126267,172917,340978,949726,695156,137943,1106256,120241,408840,662566,169094,279193,794184,115997,55512,300497,320883,81196,173312,5262,17337,179394,86711,103772,23682,126906,404171,292413,698657,306599,271258,2024875,17213
"HMDB00610","C18:2 CE",7151225,2377075,914092,1080468,1127087,406974,21911850,1401996,514912,3350000,1788749,843860,5993585,5378630,2263752,251452,5733271,14806249,10004738,5438443,2305182,3330056,12467207,7277539,2955145,5222199,11771347,3080949,1438759,4443392,7167013,20903722,2303733,5693178,722537,1104417,326411,2763587,2230389,5907229,7674742,8173148,1412220,9008891,3528060,10956437,7702151,1542376,13490776,6900675,2134771,1291134,3600433,4099628,710159,1787466,141929,619332,2154481,887403,1074540,377331,880757,4738276,3626987,7975255,4534241,5231239,17476805,593200
"HMDB00918","C18:1 CE",6944009,3431993,503980,499644,162263,380347,5142869,1714303,170953,2500864,780780,536067,1901617,1709752,1999826,373858,4691328,3375743,2846718,2210242,825334,842239,2522908,4400794,630489,1981584,7084735,769612,655084,1646550,5541683,5621345,1426861,1433166,445203,773464,331490,1215170,1504830,3108789,4970794,2079533,1045227,4026272,1417654,2999423,4291130,950619,2872942,4876972,1269885,1125655,1280036,3451585,556663,949014,117824,595800,2405071,896038,676283,208365,749298,1083728,2563512,4032372,1712741,1091015,5098350,375261
"HMDB10368","C18:0 CE",1287063,461393,378143,94235,119040,57998,807791,270369,27176,301877,992270,119000,1091249,450292,335552,404705,641405,240777,335579,569068,751184,100368,167300,640415,142433,416407,1216588,55283,610495,350161,1761625,985300,708266,75467,136741,239699,193838,459614,443659,437818,1796280,351504,326619,969595,1004072,926367,1291419,316326,808501,803641,330817,601903,534813,491228,232392,881629,198197,507831,984269,857301,288298,38177,1102854,376505,840814,159708,351641,178533,2668793,513996
"HMDB06731","C20:5 CE",341716,272560,8051,3267,57088,1094,1389106,499382,3678,12457932,89116,22438,146660,375463,6257347,NA,33221,830380,93599,49840,67952,98852,3039471,595922,50448,35126,249691,22426,22604,27681,69309,349203,13573,118505,2679,17330,418,18598,9152,240508,66001,241641,13103,365117,36125,66618,161203,17154,76754,156765,34590,1341,54696,62503,1182275,8640,2270,10384,38191,10852,63039,3721,68203,95294,20906,191650,243433,31179,556483,NA
"HMDB06726","C20:4 CE",1640358,986450,140795,37624,296028,107692,6787843,266053,150250,3665407,328516,111489,1377725,1566234,1756410,36676,771869,4355712,2510597,1093103,818908,771508,3566365,1422959,1258375,992646,2891567,743731,628543,1003121,1690009,7668942,505462,2778884,123129,310601,65515,610189,325063,3058182,1650560,3647229,166949,2405703,937508,2791512,2629410,212807,2735872,789741,347772,230740,1111684,824175,522030,319940,42138,27279,215812,245831,286332,141431,298828,1291308,614946,2789157,1097303,1641036,6758829,112200
"HMDB06736","C20:3 CE",3841310,1290527,710807,367275,49016,190519,4234029,236220,409003,1262785,200941,323396,1962065,1050100,1340217,776664,1974661,3412282,2889515,1029748,1192411,650287,2199519,6178831,260756,1065046,5117571,183492,300122,986423,3553152,1873125,597579,187793,168140,507394,208316,4346119,544103,1493718,3407857,359003,309976,1350402,1467846,890466,2676283,743816,661128,1269276,953622,272247,763891,2764686,540852,2506730,67423,177543,1688590,1613395,360293,492513,923718,2213628,2587459,1544686,688962,2710949,2260925,157979
"HMDB06733","C22:6 CE",806561,1652645,33599,10305,336542,15802,1039104,459569,22438,6760357,253770,17891,149315,266354,4534293,582,252597,912550,232509,233928,80499,103779,1459223,1643656,106979,70457,626529,55826,46077,90009,448406,691524,115730,299509,19057,100023,43656,33056,74806,532866,236849,223453,49923,649160,99843,233283,367283,48960,365424,268126,67398,2252,52553,247956,2473309,12282,5685,26480,2682,40301,129560,12414,278948,207526,147793,409010,951502,153081,857968,63093
"HMDB10375","C22:5 CE",1531146,1820412,7334,NA,15631,NA,186014,345986,NA,3138838,NA,1503,47949,17739,2242824,NA,252134,74758,199933,210451,43508,1003,117123,870408,14080,79555,236711,16649,39418,304374,374491,280620,127125,67715,11766,66931,33253,41443,79589,755143,643374,51331,19248,577746,54629,59619,302076,42045,22578,54485,15027,448,42622,84200,371382,12274,NA,NA,NA,25399,71236,NA,25772,57884,35610,135860,262642,37318,530179,12999
"HMDB06729","C22:4 CE",450437,600515,12817,926,NA,1256,142308,86114,15305,325311,1537,9731,105450,65652,386169,951,330170,60085,192142,251585,148121,13708,287218,293097,13405,207349,262221,58557,114217,439594,595552,631141,179601,146835,21916,62913,38090,113401,75455,1049798,632257,40168,9632,583232,225990,114714,573750,42527,26758,63858,67590,3622,146740,233773,78029,108560,NA,2123,9898,80097,32001,NA,19588,22716,34521,194613,265575,119541,992194,6697
"HMDB11565","C16:1 MAG",229602,159348,794179,397622,1366294,812738,517936,45975,606527,107771,111061,2624000,697991,254935,598722,21279,918654,463391,386135,350490,593792,645367,67170,211828,257989,99327,226521,52618,105924,476967,755581,653155,679562,57348,242003,156134,159031,563870,120666,178833,198232,202861,4387093,1060040,290546,60809,601014,1319649,8057,90691,373304,67967,1802635,86620,575712,976007,1257172,15667,222046,1419600,835249,66117,712977,431657,592838,526671,438938,73750,326197,347427
"HMDB11131","C18:0 MAG",2067358,6505179,1798440,3148813,3716591,8563920,5541673,2869796,2727035,809210,3182705,3108663,2364508,1841248,7486655,787888,2821744,3331778,1888131,675679,2121844,5736046,4576593,4248380,837529,2755939,5725394,4643019,491006,3153103,6092419,1831763,2823448,4518790,3417037,1620046,2161775,4089448,548377,720202,5876520,3295457,20053348,14170277,3886862,4862542,6822305,4277502,1576762,6996693,1772870,419509,2018286,2379455,4581733,1091560,1223623,512396,9102543,2922886,3916988,2778895,9097889,2134670,4427510,7446050,2841650,2914055,1024513,3261352
"HMDB11582","C22:1 MAG",126734,10675,23587,74466,3084,298,9382,40491,11247,305,2256,47227,2144,3729,4982,169,65900,3758,8713,23650,7788,161,1441,NA,1275,8629,9634,380,7780,13272,11239,8651,9020,NA,990,15449,39230,5275,30869,69192,16712,1993,3845,272025,35559,57,49736,4985,NA,248,18310,53319,4558,1014,100309,1850,20377,3966,53604,503,1014,788,21409,1417,6369,13754,16100,1169,9612,4669
"HMDB07011","C30:0 DAG",27821,469924,34150,218625,5861921,399451,1439751,594,222493,341758,1693146,213345,3474442,357593,67765,2343,610768,34739,5069,702,182975,100950,235948,158746,557202,2708,318619,44149,4551,4022,205444,637781,170976,804371,22221,1735556,2349,406792,5589,NA,108844,264088,1813330,4483,153554,456119,1422243,562698,30129,101140,82634,115348,4683950,157255,148650,2427322,185349,7306,449687,440406,195818,10180968,1297306,373397,130651,29673,403,2344,39720,11174
"HMDB07128","C32:2 DAG",492147,529384,137361,164445,2120715,488731,765979,6661,146150,1217047,1608563,139219,581137,164392,28840,18950,414015,888425,44945,NA,31285,217212,610788,598485,388156,91809,267054,10741,1340,312,187229,294590,910643,2243579,72048,357513,77025,530969,55580,138,488790,209894,411563,335,741885,368284,607051,576669,NA,167552,350298,6452,955986,611010,589123,452046,21226,3880,712298,262108,173929,4088992,706628,484801,724008,178544,11,284367,28995,10
"HMDB07099","C32:1 DAG",735557,1092999,98642,297777,2307331,632122,770564,13340,197543,3083447,1738574,161835,392846,193015,49605,9140,273511,388576,29378,5266,426965,203962,790866,183247,433093,53832,523739,35639,844,8164,104154,441999,535479,2254687,56953,530688,86366,384887,39995,NA,223389,525326,1018330,7981,142174,423471,509044,885059,6199,314696,33340,79639,2182864,381755,337357,659831,63049,21532,1273827,487584,155436,4282167,896663,375272,224632,115037,1803,80080,37698,12125
"HMDB07098","C32:0 DAG",31856,1571181,135540,1525438,1267324,426338,663759,112883,181548,1841164,994791,156177,1483937,343627,753083,112081,659695,175004,98069,4616,450059,305308,851185,124168,2247640,34142,730373,96749,106076,196880,451257,1208595,267296,2355161,162356,580955,21806,2299988,45903,135390,457341,504283,5874382,32400,567432,2251067,10996013,739873,407325,379517,76372,186644,344070,1106212,208872,4132881,154783,119274,562491,654579,260146,2307808,1350432,585126,299493,249905,64323,38866,112266,173785
"HMDB07132","C34:3 DAG",514725,3876128,675251,1351864,3927151,5689359,2568925,33441,1995064,6005486,9753705,337171,4528103,949330,296635,503546,9633045,2859671,313357,24978,891969,9140356,5295321,16603380,2806729,303813,888090,133777,3698,14115,1772636,1684100,1141698,3070545,346184,703006,107163,4127005,294093,34776,1355820,339972,517523,73610,3395888,1260349,2655075,949882,1733,971880,2535781,27166,130108,5895906,1327191,1346986,174913,88484,7811030,735850,935118,7261558,2121994,13525905,16755049,1121659,43931,1228443,414103,32255
"HMDB07103","C34:2 DAG",3845756,25749051,10801225,9071056,41463835,23613202,31523442,622903,7040919,18486367,60278096,4669826,48459667,7736577,1647964,6900646,36297095,15177003,4559018,43228,5355065,9401535,28491549,56512799,11384162,2566318,7071663,871020,176764,171307,39343322,20606984,4353148,11682252,2838787,6361359,1159406,42265009,769876,574237,17779553,2314728,2532931,514770,38835679,13537702,32885391,8576973,324801,10091050,26576495,658114,1582902,85147445,12808319,10752276,1888708,3739354,43955194,16079789,6836993,42274881,20265452,48698687,79767231,14065640,503501,5882992,3100215,538564
"HMDB07102","C34:1 DAG",5316235,25670336,7043840,5654135,43706293,16832182,23158545,589349,6072026,18858058,62285398,2194073,24076209,6698712,1288993,1914720,35438985,9161543,3082205,5090,25583032,7357054,18760518,28061930,13467245,953878,8458539,699927,218061,331015,13355757,11659638,1746271,11563198,1469990,2665507,686931,26566373,283282,565622,7465835,2546569,3801446,159921,21788000,7007857,18456890,4786077,509644,10617314,8730366,1071314,1696976,43206774,8868471,6301304,1435561,2471855,66404904,5831824,4045713,38204517,23287144,40564084,43579843,7760778,298010,1902145,1357773,1002761
"HMDB07100","C34:0 DAG",31092,933938,260947,1827407,3989131,736052,968372,159854,153158,598444,2191799,101457,1756120,544312,415500,452509,377309,197899,110648,28863,424876,333343,604094,343272,712167,211032,857032,186768,202526,786969,1195619,1755533,283833,2014670,390389,367767,53367,1706729,52005,476121,2133990,513679,1416777,182972,777856,6030951,3970944,1040916,560574,898996,284154,460570,328736,3068896,163555,2476840,153379,142852,670360,603152,649660,994550,6937073,1499343,406205,431552,291803,191082,139824,369418
"HMDB07248","C36:4 DAG",7948473,31458562,17609346,12334601,52863249,48044751,47828664,511808,14976392,6385721,85289100,9148548,76234293,12863417,3999239,11804371,59043177,37072471,10608675,68248,5949056,35717232,54158432,141307893,16123446,5054455,10393171,1922391,343405,151363,68603749,37664803,2910272,11222491,4584033,10972158,2102502,73846111,1819587,1315419,36422469,1847230,2174524,921283,70490088,23103921,66437807,11144619,595713,14232656,51607957,862814,1592452,160701844,17286065,22520791,1479697,6742090,66619793,28499987,12516397,58638460,26024071,72311521,158250919,22175263,810927,20033192,2830452,1153968
"HMDB07219","C36:3 DAG",15752308,63335290,20661538,13891820,82374567,68062123,61516832,1048000,16329050,16606637,148418714,9695514,63910892,13124520,6987993,6853905,73767788,46743502,12008433,67863,8518117,20466671,44865505,116220131,15128762,4213920,16879952,1988936,237980,292661,44282537,27363392,3156353,13869845,3379042,7512265,3746198,61913859,2488884,838445,27382177,2428372,3109079,671360,64147473,14849875,46136502,15307834,711101,29244800,42732039,2585465,1632559,124495944,26695486,15307618,2461348,6147060,98107613,16915982,19512968,91376539,51327259,94219766,135079300,21188198,1047435,18241935,2500937,1179884
"HMDB07218","C36:2 DAG",28999923,65961356,13779773,14548511,71342359,63632871,59679780,768131,17824067,22304650,146549649,8312863,37306219,9749902,6010254,2839442,72574118,22398253,6274431,27845,39635358,13947204,44285398,83645069,17354702,1814380,28147220,1549919,174181,248924,20035916,17556877,2917014,15531730,2628985,3309585,2465637,42407603,936446,482871,14114914,3214472,3845531,443441,47513828,8556562,27651794,13155959,830471,35989663,22162373,2952503,1756832,72290140,22834985,8163000,2324433,5899086,118951349,7897005,17223394,87354394,60605685,100544899,108088715,12103310,545139,7058293,1846966,3891009
"HMDB07216","C36:1 DAG",2000295,6757689,1260607,1153909,24259158,5200583,11609849,287573,1770254,2241434,22881091,826547,8193439,3152647,519599,319390,15025777,1366951,451889,124230,6207488,2378303,7367197,11225076,3092977,324874,3513353,402126,121251,230017,2864151,4122406,543673,5572374,762079,719023,261780,7072130,164810,325898,1917408,1129941,1506117,376781,7154737,2741033,5299072,1838701,286514,5945938,3515446,388596,280604,12209000,1843144,1855702,317721,1455163,31357688,1509647,1461343,16828485,9618630,31962450,13399801,1134727,316856,604492,334918,464633
"HMDB07158","C36:0 DAG",88321,634001,559095,405489,2383353,629263,1222984,202751,201258,433738,2483198,120204,1641268,628658,1117312,559326,245999,538987,285268,237013,972181,554715,577012,676402,258205,526376,976548,323892,278272,330975,4408880,2408666,689303,1071600,377926,737702,181424,561388,90929,480278,3239285,442154,1239680,723109,933870,1850857,3632467,638964,1486442,827416,652966,292325,930683,1231151,132673,636931,302267,336726,647201,783908,372393,780636,3884886,1222264,479779,563188,986300,472335,563791,782749
"HMDB07199","C38:5 DAG",309017,683293,266650,41605,29541,15850,653990,795,88855,1759599,3917,192334,139565,328088,73137,218,79394,580422,1025594,NA,85780,773083,1082939,139606,143769,218562,351178,1144847,1535,59745,3072,2132685,120016,8668931,396563,23319,14749,131497,110062,1973444,347377,1331483,438959,96790,58478,1879914,1119385,50278,162586,77105,4860,7055,5255,56849,61216,11790,82465,NA,4553,24571,101531,110653,1851,54974,18689,336207,403018,1028670,9183,411862
"HMDB42063","C44:0 TAG",71527,111532,13124,NA,1504682,146650,13816,3742,964,791,564338,11178,2400334,174,1476,NA,21987,2146,973,NA,3681,NA,12774,974,1490,140,2927,87825,2696,1104,204,4005,1064,303,3621,12994,479,70620,656,4225,1977,16549,16452,653,2516,934,32773,598,863012,19231,345,38875,61892,37022,1264,324183,1494,NA,554,1026,9386,493843,57351,55713,2395,707,868,NA,3623,1479
"HMDB42093","C45:0 TAG",NA,25018,3915,NA,NA,83857,639,2600,14254,1415,5816,9175,13870,2329,31083,1662,2745,2270,2760,NA,18233,1884,26957,1390,2493,2323,4801,6863,2270,5241,35507,NA,3865,2962,12813,3063,4259,976,14858,708,11337,7402,3763,4987,4681,3268,4160,2741,19339,23836,26749,6928,90145,NA,425,4284,6890,744,1257,761,1743,6222,12650,NA,1029,2149,4663,1096,5434,852
"HMDB10419","C46:2 TAG",18879,121392,4595,6834,591408,421212,172810,NA,NA,NA,389634,30194,147379,20859,NA,622,9814,8323,NA,NA,23799,NA,95850,42423,NA,670,14333,NA,229,NA,2261,43959,NA,NA,NA,1332,493,NA,647,NA,4197,32501,NA,NA,832,713,1628,NA,NA,61181,7111,122483,27205,3214,15471,72237,NA,NA,50252,NA,350,1070460,135383,35203,NA,NA,1260,NA,1921,NA
"HMDB10412","C46:1 TAG",14427,166190,16053,618,830051,980216,180382,396,1901,851,654065,15729,167470,74,NA,NA,22806,14931,NA,NA,10203,729,154099,21898,2425,NA,NA,24245,NA,558,NA,53071,NA,NA,699,6754,2629,777,157,NA,NA,62279,1403,NA,414,NA,13910,NA,2928,128817,748,111599,63377,NA,9091,180881,3225,NA,81334,1629,4689,1270177,166887,39187,NA,NA,3334,NA,6,1554
"HMDB10411","C46:0 TAG",2552,1136252,25905,4034,82862,321511,16915,10311,13581,4461,189517,3830,673302,2221,26568,3245,2705,29299,9109,4843,18166,15024,59818,9429,13401,8483,11663,48826,14886,27068,23537,20818,11087,12852,23845,10301,7205,115546,3839,5116,26388,57471,252585,4083,3361,17645,327701,4942,1405402,43228,NA,39766,108543,4035,15579,433049,13179,27517,9189,5918,35506,457480,59510,34959,5491,14517,9873,12389,4100,59084
"HMDB05432","C48:3 TAG",100719,207271,21301,67697,647500,217453,382868,NA,NA,51586,592811,52213,106557,316,42,13758,47341,37470,NA,35909,10577,8824,140224,73778,NA,137536,2661,NA,1507,16846,NA,93005,16886,9392,NA,2033,1931,442,160,736,7688,60201,NA,NA,3018,NA,7656,446,163,77993,14917,12718,7847,7447,67291,84166,NA,2395,72353,NA,NA,1380213,375062,98060,7406,640,NA,11001,460,NA
"HMDB05376","C48:2 TAG",252537,461484,176587,337018,1457773,715678,455127,2399,511,234174,983099,129951,159693,9318,NA,162124,53125,116778,572,25447,3186,28065,446584,27628,3280,78073,3608,5912,947,17350,1578,185845,16232,16248,24383,1745,2897,1497,NA,954,24507,202769,1174,NA,10252,NA,35241,3195,6011,197337,50192,77844,56298,65939,437463,162155,2250,52024,285072,6638,6999,1742475,591010,233132,78529,NA,2833,2053,NA,6331
"HMDB05359","C48:1 TAG",17099,329073,83152,66425,252904,713569,64576,2115,2494,222732,321154,12079,117655,607,NA,10806,6388,49033,693,2946,6007,31947,261937,3733,15641,10140,NA,15553,674,18129,NA,116959,2516,4906,6780,1632,2141,1872,NA,NA,2199,228248,22380,NA,NA,2569,38363,2758,64451,109920,NA,62338,55828,18460,100209,102390,5449,10576,40371,5811,20824,366413,43279,89855,18669,NA,3311,NA,NA,30773
"HMDB05356","C48:0 TAG",102950,13453581,195004,86699,11686,206885,14680,13940,25358,83649,145239,43689,510836,84863,427417,49604,42673,62234,48935,9783,301045,99525,255314,75172,180564,47335,14160,30563,513147,223287,101464,355225,78399,79313,196826,28743,89018,1689818,43322,14881,185190,289356,3775466,80007,58430,212367,6051341,125362,9676688,52513,10402,344179,263670,323299,133333,6992108,56907,1197204,12609,49681,83480,2056267,224524,194038,13534,22744,84971,20124,247725,567664
"HMDB10471","C50:5 TAG",2910,109608,1694,187648,128196,199721,2018,NA,NA,36418,43977,1539,25823,135,NA,26056,60785,39654,NA,NA,NA,125068,251006,23617,NA,NA,11483,NA,40,NA,NA,49186,NA,NA,NA,NA,NA,NA,NA,1003,24,3965,NA,NA,NA,NA,NA,NA,NA,10260,22027,NA,NA,8184,75927,39,NA,2301,NA,NA,342,17281,302,115454,72395,NA,NA,NA,NA,NA
"HMDB05435","C50:4 TAG",61471,1010226,361652,2226958,1739205,948710,167028,661,2626,413059,969095,479003,334700,109526,NA,698761,156043,293064,NA,1825,1076,206385,290865,129522,1518,14608,37898,2909,3533,NA,20534,333755,10853,6369,69309,NA,1068,10816,677,180,92506,94550,NA,180,72447,2185,56451,35459,2928,204886,655469,8,NA,362385,928942,73787,54,594743,19943,29243,18792,412550,76453,586588,417144,5745,NA,31338,6697,6694
"HMDB05433","C50:3 TAG",120432,3980651,814685,2345364,6237373,4166039,379345,2067,34592,1450827,3983468,482010,672021,163303,2448,2549308,1059612,568604,1722,119372,22342,1568388,896437,230510,65098,338408,118897,8327,78925,99910,64407,718482,101931,92628,207413,2540,17296,66588,10017,53506,114265,354293,1463,NA,142573,36979,163679,422658,80823,911665,464368,47003,7392,796946,1548834,285783,1492,612828,199420,103232,116579,1808978,784525,1978981,860303,46622,1641,100593,16400,84891
"HMDB05377","C50:2 TAG",228705,7164135,7551802,11235999,13505355,4859662,605126,73470,306267,2570795,8877885,4455195,5689896,1204370,26879,22124233,710346,2631720,3409,135357,238416,1864692,3512874,534405,200076,479226,285063,192774,624783,318942,1277924,3148374,112668,191499,2163506,37920,247105,779448,11840,7021,370784,800332,227192,20500,2084309,155113,1333408,2811248,988870,1741117,2679749,241841,71543,8072527,8230101,1345291,16979,4120701,853118,1491864,523706,4097637,1355303,6987158,3311217,392496,89030,254626,34156,1692536
"HMDB05360","C50:1 TAG",740695,5082503,4804662,4414826,6592547,3494413,1140591,70308,730408,1914256,4926692,1271666,4307530,1930259,565523,5696276,802688,1889741,328387,55525,1201192,2373082,2048968,1732539,546421,507083,556754,92984,723309,1129246,1696503,2213373,418240,143325,1063364,602966,540266,1373261,1009473,1606731,662293,1093133,1299207,669887,1516045,164018,1724178,1828828,2375003,1110301,1422571,264847,932454,3437232,4033966,1315074,658086,2373698,1455612,1627248,823635,5119050,1518256,2719877,3095962,587555,562624,102924,1055862,2392684
"HMDB05357","C50:0 TAG",72214,2849295,280167,252998,10038,206235,184018,7519,38446,66518,396703,56459,916168,106898,300909,157645,3340,127762,71568,21269,137471,99038,68916,51294,50165,103163,59393,35661,146840,1427451,601971,903097,136781,59794,628656,34226,71210,460739,272232,120194,1348810,397523,1385020,291217,166378,749927,1424684,588257,2753810,45008,103641,190922,498647,119414,113763,1205610,171893,251802,9124,217187,528823,169228,1841858,46894,32925,103478,226816,34668,794357,259023
"HMDB11701","C51:3 TAG",9200,220365,58298,89175,166740,350960,26943,NA,NA,5544,288987,10446,31216,15617,897,65076,39902,119684,NA,NA,3078,32445,37764,85026,394,1470,NA,330,1235,3986,2009,57139,4464,NA,14814,474,930,6582,1994,898,1300,38118,NA,4019,9896,1968,5822,15099,NA,100681,16513,NA,NA,35462,73519,7663,NA,54494,22269,5160,14601,103615,83530,187486,71606,1305,2720,NA,23396,NA
"HMDB05362","C51:2 TAG",57921,45600,56534,319280,103184,193753,61612,NA,1352,11037,94630,34945,70207,10808,NA,103405,43179,65272,NA,NA,67068,31999,79073,41979,953,4703,NA,NA,835,2839,851,119789,6354,NA,21785,NA,3807,1703,NA,NA,2025,87182,NA,NA,29364,NA,1933,37645,NA,51624,44150,NA,NA,80211,54960,13711,NA,25191,82858,5758,15865,117829,63259,98743,30830,NA,NA,NA,770,42938
